epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
18,1435.02,1.83649,0.98314,0.00303,0.67669,0.70105,0.69717,0.44204,1.65319,0.84096,0.00389,0.0376409,0.012547,0.0376409,0.012547,0.0376409,0.012547,0.0376409,0.012547
19,1512.78,1.84413,0.96965,0.00303,0.70015,0.68945,0.71087,0.4445,1.65235,0.85872,0.00387,0.0375098,0.0125033,0.0375098,0.0125033,0.0375098,0.0125033,0.0375098,0.0125033
20,1590.92,1.83637,0.96837,0.00299,0.73016,0.68665,0.71006,0.44377,1.64624,0.84166,0.0039,0.0373787,0.0124596,0.0373787,0.0124596,0.0373787,0.0124596,0.0373787,0.0124596
21,1668.96,1.82044,0.96775,0.00302,0.70675,0.71879,0.71335,0.44915,1.6258,0.8251,0.00378,0.0372475,0.0124158,0.0372475,0.0124158,0.0372475,0.0124158,0.0372475,0.0124158
22,1747.68,1.8329,0.95565,0.00304,0.70419,0.71581,0.71114,0.44854,1.60736,0.8395,0.00371,0.0371164,0.0123721,0.0371164,0.0123721,0.0371164,0.0123721,0.0371164,0.0123721
23,1825.49,1.83047,0.95449,0.00293,0.71712,0.70815,0.72683,0.44904,1.61462,0.82143,0.00377,0.0369853,0.0123284,0.0369853,0.0123284,0.0369853,0.0123284,0.0369853,0.0123284
24,1903.22,1.86644,0.97592,0.00305,0.70394,0.70043,0.72105,0.45164,1.62122,0.81365,0.00376,0.0368542,0.0122847,0.0368542,0.0122847,0.0368542,0.0122847,0.0368542,0.0122847
25,1981.54,1.82671,0.95861,0.00299,0.74337,0.70139,0.72539,0.45688,1.61135,0.81579,0.00371,0.036723,0.012241,0.036723,0.012241,0.036723,0.012241,0.036723,0.012241
26,2059.95,1.80855,0.95182,0.00293,0.71731,0.67919,0.71078,0.44614,1.60133,0.83016,0.00371,0.0365919,0.0121973,0.0365919,0.0121973,0.0365919,0.0121973,0.0365919,0.0121973
27,2138.25,1.82832,0.94819,0.00294,0.69357,0.68962,0.71002,0.44394,1.60935,0.82636,0.00376,0.0364608,0.0121536,0.0364608,0.0121536,0.0364608,0.0121536,0.0364608,0.0121536
28,2216.64,1.82987,0.96182,0.00295,0.71155,0.702,0.72789,0.45868,1.59167,0.81532,0.00368,0.0363297,0.0121099,0.0363297,0.0121099,0.0363297,0.0121099,0.0363297,0.0121099
29,2294.65,1.82885,0.94505,0.00295,0.74887,0.7115,0.71636,0.45369,1.5973,0.78184,0.00367,0.0361986,0.0120662,0.0361986,0.0120662,0.0361986,0.0120662,0.0361986,0.0120662
30,2372.38,1.80828,0.93485,0.00292,0.73798,0.69516,0.72256,0.45846,1.59566,0.80414,0.00364,0.0360674,0.0120225,0.0360674,0.0120225,0.0360674,0.0120225,0.0360674,0.0120225
31,2450.67,1.83664,0.94968,0.00298,0.754,0.6876,0.72414,0.45093,1.60345,0.79452,0.00371,0.0359363,0.0119788,0.0359363,0.0119788,0.0359363,0.0119788,0.0359363,0.0119788
32,2528.58,1.82342,0.94735,0.00295,0.72476,0.70157,0.72289,0.45847,1.59019,0.79979,0.00368,0.0358052,0.0119351,0.0358052,0.0119351,0.0358052,0.0119351,0.0358052,0.0119351
33,2606.25,1.82261,0.94097,0.00295,0.74322,0.69266,0.71638,0.44917,1.5969,0.81068,0.0037,0.0356741,0.0118914,0.0356741,0.0118914,0.0356741,0.0118914,0.0356741,0.0118914
34,2684.44,1.82022,0.93778,0.00293,0.7375,0.68955,0.72478,0.46033,1.58713,0.80325,0.00368,0.0355429,0.0118476,0.0355429,0.0118476,0.0355429,0.0118476,0.0355429,0.0118476
35,2762.67,1.79809,0.92288,0.00292,0.73643,0.69287,0.73404,0.46321,1.59111,0.79174,0.00363,0.0354118,0.0118039,0.0354118,0.0118039,0.0354118,0.0118039,0.0354118,0.0118039
36,2841.54,1.79635,0.92722,0.00283,0.73327,0.73428,0.73313,0.46613,1.57117,0.79154,0.00357,0.0352807,0.0117602,0.0352807,0.0117602,0.0352807,0.0117602,0.0352807,0.0117602
37,2919.89,1.79382,0.93055,0.00293,0.71914,0.72307,0.72819,0.46606,1.57846,0.7912,0.00362,0.0351496,0.0117165,0.0351496,0.0117165,0.0351496,0.0117165,0.0351496,0.0117165
38,2997.94,1.79554,0.92381,0.00292,0.72261,0.7211,0.7383,0.46306,1.59262,0.79048,0.00366,0.0350184,0.0116728,0.0350184,0.0116728,0.0350184,0.0116728,0.0350184,0.0116728
39,3075.43,1.80579,0.92014,0.00292,0.7273,0.72121,0.73588,0.4682,1.57682,0.78458,0.00357,0.0348873,0.0116291,0.0348873,0.0116291,0.0348873,0.0116291,0.0348873,0.0116291
40,3154.07,1.79023,0.90847,0.00289,0.72673,0.70905,0.72433,0.46222,1.58262,0.80042,0.0036,0.0347562,0.0115854,0.0347562,0.0115854,0.0347562,0.0115854,0.0347562,0.0115854
41,3232.16,1.79717,0.92269,0.00287,0.72661,0.72804,0.72758,0.46227,1.57633,0.78411,0.00361,0.0346251,0.0115417,0.0346251,0.0115417,0.0346251,0.0115417,0.0346251,0.0115417
42,3310.16,1.80063,0.93321,0.00283,0.72805,0.6957,0.72973,0.46791,1.56346,0.77848,0.00356,0.034494,0.011498,0.034494,0.011498,0.034494,0.011498,0.034494,0.011498
43,3388.4,1.81082,0.92997,0.00291,0.70587,0.7282,0.72843,0.46783,1.56413,0.78761,0.00353,0.0343628,0.0114543,0.0343628,0.0114543,0.0343628,0.0114543,0.0343628,0.0114543
44,3466.49,1.78836,0.90998,0.00284,0.69925,0.7326,0.73172,0.46511,1.56615,0.79395,0.00353,0.0342317,0.0114106,0.0342317,0.0114106,0.0342317,0.0114106,0.0342317,0.0114106
45,3544.93,1.78592,0.92228,0.0029,0.70279,0.7433,0.73866,0.4691,1.56033,0.78522,0.00356,0.0341006,0.0113669,0.0341006,0.0113669,0.0341006,0.0113669,0.0341006,0.0113669
46,3623.58,1.77831,0.9233,0.00288,0.71793,0.73515,0.74024,0.46788,1.565,0.78727,0.00353,0.0339695,0.0113232,0.0339695,0.0113232,0.0339695,0.0113232,0.0339695,0.0113232
47,3701.89,1.80006,0.91632,0.00285,0.73503,0.72165,0.74029,0.47274,1.55931,0.78188,0.00352,0.0338383,0.0112794,0.0338383,0.0112794,0.0338383,0.0112794,0.0338383,0.0112794
48,3781.19,1.80368,0.92345,0.00282,0.74026,0.71412,0.73447,0.47105,1.56675,0.77262,0.00354,0.0337072,0.0112357,0.0337072,0.0112357,0.0337072,0.0112357,0.0337072,0.0112357
49,3860.37,1.77506,0.90678,0.00284,0.74086,0.72568,0.73427,0.47068,1.55358,0.78295,0.00348,0.0335761,0.011192,0.0335761,0.011192,0.0335761,0.011192,0.0335761,0.011192
50,3939.95,1.79862,0.92292,0.00288,0.73514,0.7309,0.73938,0.47585,1.55863,0.77568,0.00351,0.033445,0.0111483,0.033445,0.0111483,0.033445,0.0111483,0.033445,0.0111483
51,4018.23,1.79586,0.9165,0.00285,0.74412,0.73056,0.73722,0.47278,1.55043,0.77515,0.0035,0.0333138,0.0111046,0.0333138,0.0111046,0.0333138,0.0111046,0.0333138,0.0111046
52,4096.03,1.78482,0.90425,0.0028,0.73479,0.7328,0.74036,0.47541,1.53498,0.77732,0.00341,0.0331827,0.0110609,0.0331827,0.0110609,0.0331827,0.0110609,0.0331827,0.0110609
53,4174.07,1.78859,0.90839,0.00285,0.71825,0.73645,0.74483,0.4736,1.54633,0.77912,0.0035,0.0330516,0.0110172,0.0330516,0.0110172,0.0330516,0.0110172,0.0330516,0.0110172
54,4252.65,1.78546,0.9148,0.00287,0.7386,0.72842,0.74517,0.47956,1.54905,0.7699,0.00347,0.0329205,0.0109735,0.0329205,0.0109735,0.0329205,0.0109735,0.0329205,0.0109735
55,4330.59,1.77837,0.90561,0.00281,0.72003,0.7237,0.73467,0.46973,1.53994,0.78535,0.00343,0.0327894,0.0109298,0.0327894,0.0109298,0.0327894,0.0109298,0.0327894,0.0109298
56,4408.17,1.79197,0.92816,0.00283,0.72033,0.72453,0.74152,0.47536,1.53373,0.78015,0.00341,0.0326582,0.0108861,0.0326582,0.0108861,0.0326582,0.0108861,0.0326582,0.0108861
57,4486.17,1.78189,0.90761,0.00286,0.74604,0.70723,0.73324,0.47134,1.53617,0.78559,0.00344,0.0325271,0.0108424,0.0325271,0.0108424,0.0325271,0.0108424,0.0325271,0.0108424
58,4564.43,1.78791,0.91852,0.00282,0.7348,0.72429,0.74107,0.47894,1.53806,0.77679,0.00345,0.032396,0.0107987,0.032396,0.0107987,0.032396,0.0107987,0.032396,0.0107987
59,4642.45,1.76958,0.90023,0.00285,0.72187,0.7231,0.7311,0.47574,1.53586,0.78367,0.00347,0.0322649,0.010755,0.0322649,0.010755,0.0322649,0.010755,0.0322649,0.010755
60,4720.11,1.7813,0.9061,0.00284,0.7294,0.72349,0.73628,0.47238,1.53412,0.78333,0.00345,0.0321337,0.0107112,0.0321337,0.0107112,0.0321337,0.0107112,0.0321337,0.0107112
61,4798.1,1.78833,0.91362,0.00279,0.72103,0.73719,0.7358,0.47419,1.53456,0.77578,0.00343,0.0320026,0.0106675,0.0320026,0.0106675,0.0320026,0.0106675,0.0320026,0.0106675
62,4875.63,1.7884,0.90488,0.00281,0.74409,0.71583,0.73858,0.47721,1.54562,0.75547,0.00348,0.0318715,0.0106238,0.0318715,0.0106238,0.0318715,0.0106238,0.0318715,0.0106238
63,4953.69,1.77823,0.89442,0.00282,0.72061,0.74302,0.74397,0.47766,1.5372,0.76276,0.00342,0.0317404,0.0105801,0.0317404,0.0105801,0.0317404,0.0105801,0.0317404,0.0105801
64,5031.56,1.77857,0.9155,0.00281,0.68909,0.74636,0.73409,0.47985,1.51924,0.76633,0.00339,0.0316092,0.0105364,0.0316092,0.0105364,0.0316092,0.0105364,0.0316092,0.0105364
65,5109.1,1.76302,0.89946,0.00282,0.72999,0.73427,0.74381,0.48068,1.52472,0.76401,0.00344,0.0314781,0.0104927,0.0314781,0.0104927,0.0314781,0.0104927,0.0314781,0.0104927
66,5186.92,1.77833,0.90853,0.00279,0.72039,0.74336,0.73951,0.47648,1.53622,0.77206,0.00341,0.031347,0.010449,0.031347,0.010449,0.031347,0.010449,0.031347,0.010449
67,5264.6,1.78167,0.90353,0.00278,0.72762,0.74126,0.73918,0.47846,1.52595,0.76247,0.0034,0.0312159,0.0104053,0.0312159,0.0104053,0.0312159,0.0104053,0.0312159,0.0104053
68,5342.92,1.77868,0.90277,0.00281,0.71564,0.74017,0.74167,0.48014,1.5273,0.76406,0.00342,0.0310848,0.0103616,0.0310848,0.0103616,0.0310848,0.0103616,0.0310848,0.0103616
69,5420.98,1.78013,0.899,0.00278,0.7373,0.73114,0.74763,0.48249,1.5316,0.76822,0.00342,0.0309536,0.0103179,0.0309536,0.0103179,0.0309536,0.0103179,0.0309536,0.0103179
70,5498.84,1.79489,0.91696,0.00284,0.7141,0.73384,0.74318,0.48094,1.52982,0.77071,0.0034,0.0308225,0.0102742,0.0308225,0.0102742,0.0308225,0.0102742,0.0308225,0.0102742
71,5576.8,1.77623,0.89102,0.00279,0.72277,0.71329,0.73935,0.48261,1.52607,0.75451,0.00341,0.0306914,0.0102305,0.0306914,0.0102305,0.0306914,0.0102305,0.0306914,0.0102305
72,5655.14,1.77459,0.9076,0.00279,0.71848,0.74266,0.74521,0.48261,1.52669,0.7628,0.00341,0.0305603,0.0101868,0.0305603,0.0101868,0.0305603,0.0101868,0.0305603,0.0101868
73,5733.03,1.77538,0.89643,0.0028,0.73752,0.7343,0.74792,0.48425,1.52834,0.75758,0.00339,0.0304291,0.010143,0.0304291,0.010143,0.0304291,0.010143,0.0304291,0.010143
74,5810.85,1.75539,0.88945,0.00278,0.73464,0.72873,0.74573,0.48497,1.526,0.75631,0.00338,0.030298,0.0100993,0.030298,0.0100993,0.030298,0.0100993,0.030298,0.0100993
75,5888.31,1.76905,0.9027,0.0028,0.76131,0.71358,0.75111,0.4902,1.51983,0.75718,0.00337,0.0301669,0.0100556,0.0301669,0.0100556,0.0301669,0.0100556,0.0301669,0.0100556
76,5965.8,1.76821,0.89347,0.00276,0.73762,0.7106,0.74394,0.484,1.5197,0.75872,0.00337,0.0300358,0.0100119,0.0300358,0.0100119,0.0300358,0.0100119,0.0300358,0.0100119
77,6043.75,1.7801,0.90162,0.00279,0.75257,0.71288,0.74379,0.48391,1.52316,0.75164,0.0034,0.0299046,0.00996821,0.0299046,0.00996821,0.0299046,0.00996821,0.0299046,0.00996821
78,6121.91,1.78616,0.90642,0.00277,0.73446,0.7193,0.74365,0.48628,1.51596,0.74985,0.00333,0.0297735,0.00992451,0.0297735,0.00992451,0.0297735,0.00992451,0.0297735,0.00992451
79,6199.62,1.75844,0.90142,0.00277,0.7208,0.73938,0.74397,0.48105,1.51546,0.75811,0.00335,0.0296424,0.0098808,0.0296424,0.0098808,0.0296424,0.0098808,0.0296424,0.0098808
80,6277.61,1.74657,0.88161,0.00277,0.7463,0.73899,0.75279,0.48567,1.51674,0.75009,0.00338,0.0295113,0.00983709,0.0295113,0.00983709,0.0295113,0.00983709,0.0295113,0.00983709
81,6355.17,1.7626,0.88289,0.00273,0.72825,0.74206,0.74948,0.4854,1.51486,0.75652,0.00334,0.0293801,0.00979338,0.0293801,0.00979338,0.0293801,0.00979338,0.0293801,0.00979338
82,6433.45,1.7826,0.89951,0.00278,0.74684,0.71996,0.74623,0.48305,1.52507,0.7493,0.00338,0.029249,0.00974968,0.029249,0.00974968,0.029249,0.00974968,0.029249,0.00974968
83,6511.41,1.74761,0.88711,0.00276,0.72522,0.7497,0.74925,0.485,1.51617,0.75193,0.00336,0.0291179,0.00970597,0.0291179,0.00970597,0.0291179,0.00970597,0.0291179,0.00970597
84,6589.45,1.76204,0.89844,0.00275,0.74339,0.72063,0.74844,0.48558,1.51117,0.74996,0.00334,0.0289868,0.00966226,0.0289868,0.00966226,0.0289868,0.00966226,0.0289868,0.00966226
85,6666.99,1.76158,0.90301,0.00275,0.72286,0.73082,0.74392,0.48431,1.51034,0.76095,0.00333,0.0288557,0.00961855,0.0288557,0.00961855,0.0288557,0.00961855,0.0288557,0.00961855
86,6745.2,1.7576,0.89759,0.00278,0.70163,0.75726,0.74565,0.48467,1.50261,0.75284,0.00332,0.0287245,0.00957484,0.0287245,0.00957484,0.0287245,0.00957484,0.0287245,0.00957484
87,6822.84,1.74316,0.88748,0.00273,0.73216,0.73223,0.7416,0.48226,1.50273,0.76086,0.0033,0.0285934,0.00953114,0.0285934,0.00953114,0.0285934,0.00953114,0.0285934,0.00953114
88,6900.67,1.76137,0.89864,0.00276,0.72627,0.74193,0.74391,0.47968,1.50546,0.76676,0.00331,0.0284623,0.00948743,0.0284623,0.00948743,0.0284623,0.00948743,0.0284623,0.00948743
89,6978.56,1.75088,0.89283,0.00275,0.70163,0.76288,0.7417,0.48092,1.50687,0.75449,0.00331,0.0283312,0.00944372,0.0283312,0.00944372,0.0283312,0.00944372,0.0283312,0.00944372
90,7056.21,1.76545,0.89232,0.00277,0.74103,0.7349,0.75243,0.48603,1.5015,0.75321,0.00331,0.0282,0.00940001,0.0282,0.00940001,0.0282,0.00940001,0.0282,0.00940001
91,7134.69,1.75042,0.8821,0.00273,0.73282,0.74308,0.74744,0.48344,1.50434,0.75356,0.00332,0.0280689,0.00935631,0.0280689,0.00935631,0.0280689,0.00935631,0.0280689,0.00935631
92,7212.8,1.75484,0.88283,0.00274,0.73421,0.72968,0.74642,0.48641,1.4996,0.75753,0.00331,0.0279378,0.0093126,0.0279378,0.0093126,0.0279378,0.0093126,0.0279378,0.0093126
93,7290.58,1.7662,0.89334,0.00274,0.7248,0.74035,0.75159,0.48847,1.50107,0.75428,0.00332,0.0278067,0.00926889,0.0278067,0.00926889,0.0278067,0.00926889,0.0278067,0.00926889
94,7368.28,1.75904,0.8985,0.00277,0.7314,0.74121,0.75303,0.48871,1.50237,0.75589,0.00333,0.0276755,0.00922518,0.0276755,0.00922518,0.0276755,0.00922518,0.0276755,0.00922518
95,7446.25,1.74887,0.8949,0.00274,0.72932,0.73663,0.75006,0.48751,1.49603,0.75537,0.0033,0.0275444,0.00918148,0.0275444,0.00918148,0.0275444,0.00918148,0.0275444,0.00918148
